[Node 6] 2025/12/09 10:20:25.725549 Node 6: initializing at localhost:8006 with 9 peers
[Node 6] 2025/12/09 10:20:25.733819 [Database] opening BoltDB at data/node-6.db
[Node 6] 2025/12/09 10:20:25.804329 Node 6: BoltDB initialized at data/node-6.db
[Node 6] 2025/12/09 10:20:25.804552 Node 6: no shard overrides loaded (open config/overrides.json: no such file or directory)
[Node 6] 2025/12/09 10:20:25.807673 [Database] client 3001 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.807686 Node 6: leader timeout monitor running
[Node 6] 2025/12/09 10:20:25.830294 [Database] client 3002 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.845299 [Database] client 3003 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.872308 [Database] client 3004 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.890329 [Database] client 3005 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.913323 [Database] client 3006 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.933454 [Database] client 3007 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.957628 [Database] client 3008 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.975452 [Database] client 3009 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:25.997360 [Database] client 3010 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.016371 [Database] client 3011 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.034392 [Database] client 3012 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.055365 [Database] client 3013 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.074404 [Database] client 3014 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.096397 [Database] client 3015 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.123385 [Database] client 3016 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.142455 [Database] client 3017 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.168442 [Database] client 3018 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.190412 [Database] client 3019 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.215333 [Database] client 3020 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.235379 [Database] client 3021 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.256380 [Database] client 3022 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.281368 [Database] client 3023 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.302341 [Database] client 3024 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.320429 [Database] client 3025 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.339388 [Database] client 3026 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.358384 [Database] client 3027 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.376416 [Database] client 3028 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.398423 [Database] client 3029 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.421417 [Database] client 3030 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.450355 [Database] client 3031 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.474284 [Database] client 3032 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.496266 [Database] client 3033 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.516378 [Database] client 3034 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.532317 [Database] client 3035 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.555357 [Database] client 3036 initialized with balance 10 (bolt)
[Node 6] 2025/12/09 10:20:26.574393 [Database] client 3037 initialized with balance 10 (bolt)
